"species_messy","island_messy","sex_messy","sample_id","file_name","notes"
"adelie","Torgersen	","M","PAL-535","2024-01-14_Torgersen	_adelie_PAL-535.csv","id=PAL-535; island=Torgersen	; sp=adelie; bill=39.1mm"
"gentoo","BIS-COE","M","PAL-763","2024-01-05_BIS-COE_gentoo_PAL-763.csv","id=PAL-763; island=BIS-COE; sp=gentoo; bill=48.7mm"
"gentoo","BIS-COE","M","PAL-247","2024-01-17_BIS-COE_gentoo_PAL-247.csv","id=PAL-247; island=BIS-COE; sp=gentoo; bill=50.2mm"
"gentoo","BIS-COE","f?","PAL-999","2024-01-27_BIS-COE_gentoo_PAL-999.csv","id=PAL-999; island=BIS-COE; sp=gentoo; bill=45.1mm"
"gentoo","BIS-COE","f?","PAL-414","2024-01-12_BIS-COE_gentoo_PAL-414.csv","id=PAL-414; island=BIS-COE; sp=gentoo; bill=46.5mm"
"gentoo","BIS-COE","M","PAL-179","2024-01-09_BIS-COE_gentoo_PAL-179.csv","id=PAL-179; island=BIS-COE; sp=gentoo; bill=46.3mm"
"gentoo","BIS-COE","f?","PAL-A25","2024-01-26_BIS-COE_gentoo_PAL-A25.csv","id=PAL-A25; island=BIS-COE; sp=gentoo; bill=42.9mm"
"gentoo","BIS-COE","M","PAL-A19","2024-01-06_BIS-COE_gentoo_PAL-A19.csv","id=PAL-A19; island=BIS-COE; sp=gentoo; bill=46.1mm"
"gentoo","BIS-COE",NA,"PAL-260","2024-01-15_BIS-COE_gentoo_PAL-260.csv","id=PAL-260; island=BIS-COE; sp=gentoo; bill=44.5mm"
"gentoo","BIS-COE","M","PAL-383","2024-01-12_BIS-COE_gentoo_PAL-383.csv","id=PAL-383; island=BIS-COE; sp=gentoo; bill=47.8mm"
"gentoo","BIS-COE","f?","PAL-326","2024-01-13_BIS-COE_gentoo_PAL-326.csv","id=PAL-326; island=BIS-COE; sp=gentoo; bill=48.2mm"
"gentoo","BIS-COE","M","PAL-407","2024-01-27_BIS-COE_gentoo_PAL-407.csv","id=PAL-407; island=BIS-COE; sp=gentoo; bill=50mm"
"gentoo","BIS-COE","M","PAL-316","2024-01-23_BIS-COE_gentoo_PAL-316.csv","id=PAL-316; island=BIS-COE; sp=gentoo; bill=47.3mm"
"gentoo","BIS-COE","f?","PAL-469","2024-01-17_BIS-COE_gentoo_PAL-469.csv","id=PAL-469; island=BIS-COE; sp=gentoo; bill=42.8mm"
"gentoo","BIS-COE","f?","PAL-574","2024-01-02_BIS-COE_gentoo_PAL-574.csv","id=PAL-574; island=BIS-COE; sp=gentoo; bill=45.1mm"
"gentoo","BIS-COE","M","PAL-494","2024-01-28_BIS-COE_gentoo_PAL-494.csv","id=PAL-494; island=BIS-COE; sp=gentoo; bill=59.6mm"
"gentoo","BIS-COE","f?","PAL-742","2024-01-05_BIS-COE_gentoo_PAL-742.csv","id=PAL-742; island=BIS-COE; sp=gentoo; bill=49.1mm"
"gentoo","BIS-COE","M","PAL-730","2024-01-11_BIS-COE_gentoo_PAL-730.csv","id=PAL-730; island=BIS-COE; sp=gentoo; bill=48.4mm"
"gentoo","BIS-COE","f?","PAL-819","2024-01-26_BIS-COE_gentoo_PAL-819.csv","id=PAL-819; island=BIS-COE; sp=gentoo; bill=42.6mm"
"gentoo","BIS-COE","M","PAL-183","2024-01-15_BIS-COE_gentoo_PAL-183.csv","id=PAL-183; island=BIS-COE; sp=gentoo; bill=44.4mm"
"gentoo","BIS-COE","f?","PAL-450","2024-01-15_BIS-COE_gentoo_PAL-450.csv","id=PAL-450; island=BIS-COE; sp=gentoo; bill=44mm"
"gentoo","BIS-COE","M","PAL-107","2024-01-05_BIS-COE_gentoo_PAL-107.csv","id=PAL-107; island=BIS-COE; sp=gentoo; bill=48.7mm"
"gentoo","BIS-COE","f?","PAL-302","2024-01-12_BIS-COE_gentoo_PAL-302.csv","id=PAL-302; island=BIS-COE; sp=gentoo; bill=42.7mm"
"gentoo","BIS-COE","M","PAL-474","2024-01-05_BIS-COE_gentoo_PAL-474.csv","id=PAL-474; island=BIS-COE; sp=gentoo; bill=49.6mm"
"gentoo","BIS-COE","f?","PAL-787","2024-01-06_BIS-COE_gentoo_PAL-787.csv","id=PAL-787; island=BIS-COE; sp=gentoo; bill=45.3mm"
"gentoo","BIS-COE","M","PAL-782","2024-01-15_BIS-COE_gentoo_PAL-782.csv","id=PAL-782; island=BIS-COE; sp=gentoo; bill=49.6mm"
"gentoo","BIS-COE","M","PAL-767","2024-01-28_BIS-COE_gentoo_PAL-767.csv","id=PAL-767; island=BIS-COE; sp=gentoo; bill=50.5mm"
"gentoo","BIS-COE","f?","PAL-126","2024-01-20_BIS-COE_gentoo_PAL-126.csv","id=PAL-126; island=BIS-COE; sp=gentoo; bill=43.6mm"
"gentoo","BIS-COE","f?","PAL-391","2024-01-22_BIS-COE_gentoo_PAL-391.csv","id=PAL-391; island=BIS-COE; sp=gentoo; bill=45.5mm"
"gentoo","BIS-COE","M","PAL-634","2024-01-15_BIS-COE_gentoo_PAL-634.csv","id=PAL-634; island=BIS-COE; sp=gentoo; bill=50.5mm"
"gentoo","BIS-COE","f?","PAL-566","2024-01-01_BIS-COE_gentoo_PAL-566.csv","id=PAL-566; island=BIS-COE; sp=gentoo; bill=44.9mm"
"gentoo","BIS-COE","M","PAL-280","2024-01-04_BIS-COE_gentoo_PAL-280.csv","id=PAL-280; island=BIS-COE; sp=gentoo; bill=45.2mm"
"gentoo","BIS-COE","f?","PAL-315","2024-01-24_BIS-COE_gentoo_PAL-315.csv","id=PAL-315; island=BIS-COE; sp=gentoo; bill=46.6mm"
"gentoo","BIS-COE","M","PAL-206","2024-01-25_BIS-COE_gentoo_PAL-206.csv","id=PAL-206; island=BIS-COE; sp=gentoo; bill=48.5mm"
"gentoo","BIS-COE","f?","PAL-281","2024-01-25_BIS-COE_gentoo_PAL-281.csv","id=PAL-281; island=BIS-COE; sp=gentoo; bill=45.1mm"
"gentoo","BIS-COE","M","PAL-115","2024-01-23_BIS-COE_gentoo_PAL-115.csv","id=PAL-115; island=BIS-COE; sp=gentoo; bill=50.1mm"
"gentoo","BIS-COE","f?","PAL-335","2024-01-06_BIS-COE_gentoo_PAL-335.csv","id=PAL-335; island=BIS-COE; sp=gentoo; bill=46.5mm"
"gentoo","BIS-COE","M","PAL-926","2024-01-17_BIS-COE_gentoo_PAL-926.csv","id=PAL-926; island=BIS-COE; sp=gentoo; bill=45mm"
"gentoo","BIS-COE","f?","PAL-435","2024-01-07_BIS-COE_gentoo_PAL-435.csv","id=PAL-435; island=BIS-COE; sp=gentoo; bill=43.8mm"
"gentoo","BIS-COE","M","PAL-378","2024-01-13_BIS-COE_gentoo_PAL-378.csv","id=PAL-378; island=BIS-COE; sp=gentoo; bill=45.5mm"
"gentoo","BIS-COE","f?","PAL-498","2024-01-28_BIS-COE_gentoo_PAL-498.csv","id=PAL-498; island=BIS-COE; sp=gentoo; bill=43.2mm"
"gentoo","BIS-COE","M","PAL-543","2024-01-28_BIS-COE_gentoo_PAL-543.csv","id=PAL-543; island=BIS-COE; sp=gentoo; bill=50.4mm"
"gentoo","BIS-COE","f?","PAL-676","2024-01-07_BIS-COE_gentoo_PAL-676.csv","id=PAL-676; island=BIS-COE; sp=gentoo; bill=45.3mm"
"gentoo","BIS-COE","M","PAL-784","2024-01-22_BIS-COE_gentoo_PAL-784.csv","id=PAL-784; island=BIS-COE; sp=gentoo; bill=46.2mm"
"gentoo","BIS-COE","f?","PAL-764","2024-01-12_BIS-COE_gentoo_PAL-764.csv","id=PAL-764; island=BIS-COE; sp=gentoo; bill=45.7mm"
"gentoo","BIS-COE","M","PAL-137","2024-01-15_BIS-COE_gentoo_PAL-137.csv","id=PAL-137; island=BIS-COE; sp=gentoo; bill=54.3mm"
"gentoo","BIS-COE","f?","PAL-761","2024-01-26_BIS-COE_gentoo_PAL-761.csv","id=PAL-761; island=BIS-COE; sp=gentoo; bill=45.8mm"
"gentoo","BIS-COE","M","PAL-324","2024-01-16_BIS-COE_gentoo_PAL-324.csv","id=PAL-324; island=BIS-COE; sp=gentoo; bill=49.8mm"
"gentoo","BIS-COE",NA,"PAL-611","2024-01-07_BIS-COE_gentoo_PAL-611.csv","id=PAL-611; island=BIS-COE; sp=gentoo; bill=46.2mm"
"gentoo","BIS-COE","M","PAL-502","2024-01-28_BIS-COE_gentoo_PAL-502.csv","id=PAL-502; island=BIS-COE; sp=gentoo; bill=49.5mm"
"gentoo","BIS-COE","f?","PAL-527","2024-01-15_BIS-COE_gentoo_PAL-527.csv","id=PAL-527; island=BIS-COE; sp=gentoo; bill=43.5mm"
"gentoo","BIS-COE","M","PAL-820","2024-01-09_BIS-COE_gentoo_PAL-820.csv","id=PAL-820; island=BIS-COE; sp=gentoo; bill=50.7mm"
"gentoo","BIS-COE","f?","PAL-986","2024-01-24_BIS-COE_gentoo_PAL-986.csv","id=PAL-986; island=BIS-COE; sp=gentoo; bill=47.7mm"
"gentoo","BIS-COE","M","PAL-793","2024-01-20_BIS-COE_gentoo_PAL-793.csv","id=PAL-793; island=BIS-COE; sp=gentoo; bill=46.4mm"
"gentoo","BIS-COE","M","PAL-778","2024-01-12_BIS-COE_gentoo_PAL-778.csv","id=PAL-778; island=BIS-COE; sp=gentoo; bill=48.2mm"
"gentoo","BIS-COE","f?","PAL-592","2024-01-11_BIS-COE_gentoo_PAL-592.csv","id=PAL-592; island=BIS-COE; sp=gentoo; bill=46.5mm"
"gentoo","BIS-COE","f?","PAL-897","2024-01-15_BIS-COE_gentoo_PAL-897.csv","id=PAL-897; island=BIS-COE; sp=gentoo; bill=46.4mm"
"gentoo","BIS-COE","M","PAL-504","2024-01-09_BIS-COE_gentoo_PAL-504.csv","id=PAL-504; island=BIS-COE; sp=gentoo; bill=48.6mm"
"gentoo","BIS-COE","f?","PAL-A8A","2024-01-06_BIS-COE_gentoo_PAL-A8A.csv","id=PAL-A8A; island=BIS-COE; sp=gentoo; bill=47.5mm"
"gentoo","BIS-COE","M","PAL-359","2024-01-23_BIS-COE_gentoo_PAL-359.csv","id=PAL-359; island=BIS-COE; sp=gentoo; bill=51.1mm"
"gentoo","BIS-COE","f?","PAL-301","2024-01-21_BIS-COE_gentoo_PAL-301.csv","id=PAL-301; island=BIS-COE; sp=gentoo; bill=45.2mm"
"gentoo","BIS-COE","M","PAL-145","2024-01-24_BIS-COE_gentoo_PAL-145.csv","id=PAL-145; island=BIS-COE; sp=gentoo; bill=45.2mm"
"gentoo","BIS-COE","f?","PAL-A67","2024-01-20_BIS-COE_gentoo_PAL-A67.csv","id=PAL-A67; island=BIS-COE; sp=gentoo; bill=49.1mm"
"gentoo","BIS-COE","M","PAL-333","2024-01-28_BIS-COE_gentoo_PAL-333.csv","id=PAL-333; island=BIS-COE; sp=gentoo; bill=52.5mm"
"gentoo","BIS-COE","f?","PAL-758","2024-01-12_BIS-COE_gentoo_PAL-758.csv","id=PAL-758; island=BIS-COE; sp=gentoo; bill=47.4mm"
"gentoo","BIS-COE","M","PAL-A43","2024-01-22_BIS-COE_gentoo_PAL-A43.csv","id=PAL-A43; island=BIS-COE; sp=gentoo; bill=50mm"
"gentoo","BIS-COE","f?","PAL-617","2024-01-21_BIS-COE_gentoo_PAL-617.csv","id=PAL-617; island=BIS-COE; sp=gentoo; bill=44.9mm"
"gentoo","BIS-COE","M","PAL-631","2024-01-15_BIS-COE_gentoo_PAL-631.csv","id=PAL-631; island=BIS-COE; sp=gentoo; bill=50.8mm"
"gentoo","BIS-COE","f?","PAL-525","2024-01-28_BIS-COE_gentoo_PAL-525.csv","id=PAL-525; island=BIS-COE; sp=gentoo; bill=43.4mm"
"gentoo","BIS-COE","M","PAL-119","2024-01-17_BIS-COE_gentoo_PAL-119.csv","id=PAL-119; island=BIS-COE; sp=gentoo; bill=51.3mm"
"gentoo","BIS-COE","f?","PAL-548","2024-01-18_BIS-COE_gentoo_PAL-548.csv","id=PAL-548; island=BIS-COE; sp=gentoo; bill=47.5mm"
"gentoo","BIS-COE","M","PAL-830","2024-01-25_BIS-COE_gentoo_PAL-830.csv","id=PAL-830; island=BIS-COE; sp=gentoo; bill=52.1mm"
"gentoo","BIS-COE","f?","PAL-839","2024-01-07_BIS-COE_gentoo_PAL-839.csv","id=PAL-839; island=BIS-COE; sp=gentoo; bill=47.5mm"
"gentoo","BIS-COE","M","PAL-976","2024-01-03_BIS-COE_gentoo_PAL-976.csv","id=PAL-976; island=BIS-COE; sp=gentoo; bill=52.2mm"
"gentoo","BIS-COE","f?","PAL-585","2024-01-28_BIS-COE_gentoo_PAL-585.csv","id=PAL-585; island=BIS-COE; sp=gentoo; bill=45.5mm"
"gentoo","BIS-COE","M","PAL-A49","2024-01-28_BIS-COE_gentoo_PAL-A49.csv","id=PAL-A49; island=BIS-COE; sp=gentoo; bill=49.5mm"
"gentoo","BIS-COE","f?","PAL-564","2024-01-25_BIS-COE_gentoo_PAL-564.csv","id=PAL-564; island=BIS-COE; sp=gentoo; bill=44.5mm"
"gentoo","BIS-COE","M","PAL-479","2024-01-24_BIS-COE_gentoo_PAL-479.csv","id=PAL-479; island=BIS-COE; sp=gentoo; bill=50.8mm"
"gentoo","BIS-COE","M","PAL-394","2024-01-20_BIS-COE_gentoo_PAL-394.csv","id=PAL-394; island=BIS-COE; sp=gentoo; bill=49.4mm"
"gentoo","BIS-COE","f?","PAL-982","2024-01-26_BIS-COE_gentoo_PAL-982.csv","id=PAL-982; island=BIS-COE; sp=gentoo; bill=46.9mm"
"gentoo","BIS-COE","f?","PAL-604","2024-01-06_BIS-COE_gentoo_PAL-604.csv","id=PAL-604; island=BIS-COE; sp=gentoo; bill=48.4mm"
"gentoo","BIS-COE","M","PAL-422","2024-01-12_BIS-COE_gentoo_PAL-422.csv","id=PAL-422; island=BIS-COE; sp=gentoo; bill=51.1mm"
"gentoo","BIS-COE","f?","PAL-297","2024-01-06_BIS-COE_gentoo_PAL-297.csv","id=PAL-297; island=BIS-COE; sp=gentoo; bill=48.5mm"
"gentoo","BIS-COE","M","PAL-610","2024-01-02_BIS-COE_gentoo_PAL-610.csv","id=PAL-610; island=BIS-COE; sp=gentoo; bill=55.9mm"
"gentoo","BIS-COE","f?","PAL-859","2024-01-12_BIS-COE_gentoo_PAL-859.csv","id=PAL-859; island=BIS-COE; sp=gentoo; bill=47.2mm"
"gentoo","BIS-COE","M","PAL-990","2024-01-06_BIS-COE_gentoo_PAL-990.csv","id=PAL-990; island=BIS-COE; sp=gentoo; bill=49.1mm"
"gentoo","BIS-COE",NA,"PAL-130","2024-01-10_BIS-COE_gentoo_PAL-130.csv","id=PAL-130; island=BIS-COE; sp=gentoo; bill=47.3mm"
"gentoo","BIS-COE","M","PAL-755","2024-01-09_BIS-COE_gentoo_PAL-755.csv","id=PAL-755; island=BIS-COE; sp=gentoo; bill=46.8mm"
"gentoo","BIS-COE","f?","PAL-703","2024-01-11_BIS-COE_gentoo_PAL-703.csv","id=PAL-703; island=BIS-COE; sp=gentoo; bill=41.7mm"
"gentoo","BIS-COE","M","PAL-117","2024-01-16_BIS-COE_gentoo_PAL-117.csv","id=PAL-117; island=BIS-COE; sp=gentoo; bill=53.4mm"
"gentoo","BIS-COE","f?","PAL-705","2024-01-19_BIS-COE_gentoo_PAL-705.csv","id=PAL-705; island=BIS-COE; sp=gentoo; bill=43.3mm"
"gentoo","BIS-COE","M","PAL-731","2024-01-15_BIS-COE_gentoo_PAL-731.csv","id=PAL-731; island=BIS-COE; sp=gentoo; bill=48.1mm"
"gentoo","BIS-COE","f?","PAL-707","2024-01-23_BIS-COE_gentoo_PAL-707.csv","id=PAL-707; island=BIS-COE; sp=gentoo; bill=50.5mm"
"gentoo","BIS-COE","M","PAL-871","2024-01-12_BIS-COE_gentoo_PAL-871.csv","id=PAL-871; island=BIS-COE; sp=gentoo; bill=49.8mm"
"gentoo","BIS-COE","f?","PAL-199","2024-01-25_BIS-COE_gentoo_PAL-199.csv","id=PAL-199; island=BIS-COE; sp=gentoo; bill=43.5mm"
"gentoo","BIS-COE","M","PAL-273","2024-01-22_BIS-COE_gentoo_PAL-273.csv","id=PAL-273; island=BIS-COE; sp=gentoo; bill=51.5mm"
"gentoo","BIS-COE","f?","PAL-514","2024-01-08_BIS-COE_gentoo_PAL-514.csv","id=PAL-514; island=BIS-COE; sp=gentoo; bill=46.2mm"
"gentoo","BIS-COE","M","PAL-684","2024-01-07_BIS-COE_gentoo_PAL-684.csv","id=PAL-684; island=BIS-COE; sp=gentoo; bill=55.1mm"
"gentoo","BIS-COE",NA,"PAL-334","2024-01-07_BIS-COE_gentoo_PAL-334.csv","id=PAL-334; island=BIS-COE; sp=gentoo; bill=44.5mm"
"gentoo","BIS-COE","M","PAL-598","2024-01-24_BIS-COE_gentoo_PAL-598.csv","id=PAL-598; island=BIS-COE; sp=gentoo; bill=48.8mm"
"gentoo","BIS-COE","f?","PAL-521","2024-01-22_BIS-COE_gentoo_PAL-521.csv","id=PAL-521; island=BIS-COE; sp=gentoo; bill=47.2mm"
"gentoo","BIS-COE",NA,"PAL-717","2024-01-06_BIS-COE_gentoo_PAL-717.csv","id=PAL-717; island=BIS-COE; sp=gentoo; bill=NAmm"
"gentoo","BIS-COE","f?","PAL-298","2024-01-05_BIS-COE_gentoo_PAL-298.csv","id=PAL-298; island=BIS-COE; sp=gentoo; bill=46.8mm"
"gentoo","BIS-COE","M","PAL-AA4","2024-01-16_BIS-COE_gentoo_PAL-AA4.csv","id=PAL-AA4; island=BIS-COE; sp=gentoo; bill=50.4mm"
"gentoo","BIS-COE","f?","PAL-444","2024-01-15_BIS-COE_gentoo_PAL-444.csv","id=PAL-444; island=BIS-COE; sp=gentoo; bill=45.2mm"
"gentoo","BIS-COE","M","PAL-902","2024-01-20_BIS-COE_gentoo_PAL-902.csv","id=PAL-902; island=BIS-COE; sp=gentoo; bill=49.9mm"
"chinstrap","Dream  ","f?","PAL-398","2024-01-16_Dream  _chinstrap_PAL-398.csv","id=PAL-398; island=Dream  ; sp=chinstrap; bill=46.5mm"
"chinstrap","Dream  ","M","PAL-800","2024-01-14_Dream  _chinstrap_PAL-800.csv","id=PAL-800; island=Dream  ; sp=chinstrap; bill=50mm"
"chinstrap","Dream  ","M","PAL-821","2024-01-16_Dream  _chinstrap_PAL-821.csv","id=PAL-821; island=Dream  ; sp=chinstrap; bill=51.3mm"
"chinstrap","Dream  ","f?","PAL-373","2024-01-12_Dream  _chinstrap_PAL-373.csv","id=PAL-373; island=Dream  ; sp=chinstrap; bill=45.4mm"
"chinstrap","Dream  ","M","PAL-599","2024-01-08_Dream  _chinstrap_PAL-599.csv","id=PAL-599; island=Dream  ; sp=chinstrap; bill=52.7mm"
"chinstrap","Dream  ","f?","PAL-A18","2024-01-18_Dream  _chinstrap_PAL-A18.csv","id=PAL-A18; island=Dream  ; sp=chinstrap; bill=45.2mm"
"chinstrap","Dream  ","f?","PAL-873","2024-01-02_Dream  _chinstrap_PAL-873.csv","id=PAL-873; island=Dream  ; sp=chinstrap; bill=46.1mm"
"chinstrap","Dream  ","M","PAL-133","2024-01-06_Dream  _chinstrap_PAL-133.csv","id=PAL-133; island=Dream  ; sp=chinstrap; bill=51.3mm"
"chinstrap","Dream  ","f?","PAL-632","2024-01-21_Dream  _chinstrap_PAL-632.csv","id=PAL-632; island=Dream  ; sp=chinstrap; bill=46mm"
"chinstrap","Dream  ","M","PAL-453","2024-01-23_Dream  _chinstrap_PAL-453.csv","id=PAL-453; island=Dream  ; sp=chinstrap; bill=51.3mm"
"chinstrap","Dream  ","f?","PAL-A74","2024-01-02_Dream  _chinstrap_PAL-A74.csv","id=PAL-A74; island=Dream  ; sp=chinstrap; bill=46.6mm"
"chinstrap","Dream  ","M","PAL-927","2024-01-19_Dream  _chinstrap_PAL-927.csv","id=PAL-927; island=Dream  ; sp=chinstrap; bill=51.7mm"
"chinstrap","Dream  ","f?","PAL-226","2024-01-03_Dream  _chinstrap_PAL-226.csv","id=PAL-226; island=Dream  ; sp=chinstrap; bill=47mm"
"chinstrap","Dream  ","M","PAL-932","2024-01-25_Dream  _chinstrap_PAL-932.csv","id=PAL-932; island=Dream  ; sp=chinstrap; bill=52mm"
"chinstrap","Dream  ","f?","PAL-431","2024-01-16_Dream  _chinstrap_PAL-431.csv","id=PAL-431; island=Dream  ; sp=chinstrap; bill=45.9mm"
"chinstrap","Dream  ","M","PAL-601","2024-01-25_Dream  _chinstrap_PAL-601.csv","id=PAL-601; island=Dream  ; sp=chinstrap; bill=50.5mm"
"chinstrap","Dream  ","M","PAL-626","2024-01-20_Dream  _chinstrap_PAL-626.csv","id=PAL-626; island=Dream  ; sp=chinstrap; bill=50.3mm"
"chinstrap","Dream  ","f?","PAL-885","2024-01-11_Dream  _chinstrap_PAL-885.csv","id=PAL-885; island=Dream  ; sp=chinstrap; bill=58mm"
"chinstrap","Dream  ","f?","PAL-102","2024-01-22_Dream  _chinstrap_PAL-102.csv","id=PAL-102; island=Dream  ; sp=chinstrap; bill=46.4mm"
"chinstrap","Dream  ","M","PAL-390","2024-01-19_Dream  _chinstrap_PAL-390.csv","id=PAL-390; island=Dream  ; sp=chinstrap; bill=49.2mm"
"chinstrap","Dream  ","f?","PAL-462","2024-01-06_Dream  _chinstrap_PAL-462.csv","id=PAL-462; island=Dream  ; sp=chinstrap; bill=42.4mm"
"chinstrap","Dream  ","M","PAL-908","2024-01-10_Dream  _chinstrap_PAL-908.csv","id=PAL-908; island=Dream  ; sp=chinstrap; bill=48.5mm"
"chinstrap","Dream  ","f?","PAL-651","2024-01-22_Dream  _chinstrap_PAL-651.csv","id=PAL-651; island=Dream  ; sp=chinstrap; bill=43.2mm"
"chinstrap","Dream  ","M","PAL-948","2024-01-09_Dream  _chinstrap_PAL-948.csv","id=PAL-948; island=Dream  ; sp=chinstrap; bill=50.6mm"
"chinstrap","Dream  ","f?","PAL-942","2024-01-04_Dream  _chinstrap_PAL-942.csv","id=PAL-942; island=Dream  ; sp=chinstrap; bill=46.7mm"
"chinstrap","Dream  ","M","PAL-797","2024-01-26_Dream  _chinstrap_PAL-797.csv","id=PAL-797; island=Dream  ; sp=chinstrap; bill=52mm"
"chinstrap","Dream  ","f?","PAL-811","2024-01-09_Dream  _chinstrap_PAL-811.csv","id=PAL-811; island=Dream  ; sp=chinstrap; bill=50.5mm"
"chinstrap","Dream  ","M","PAL-439","2024-01-17_Dream  _chinstrap_PAL-439.csv","id=PAL-439; island=Dream  ; sp=chinstrap; bill=49.5mm"
"chinstrap","Dream  ","f?","PAL-653","2024-01-26_Dream  _chinstrap_PAL-653.csv","id=PAL-653; island=Dream  ; sp=chinstrap; bill=46.4mm"
"chinstrap","Dream  ","M","PAL-629","2024-01-14_Dream  _chinstrap_PAL-629.csv","id=PAL-629; island=Dream  ; sp=chinstrap; bill=52.8mm"
"chinstrap","Dream  ","f?","PAL-331","2024-01-18_Dream  _chinstrap_PAL-331.csv","id=PAL-331; island=Dream  ; sp=chinstrap; bill=40.9mm"
"chinstrap","Dream  ","M","PAL-852","2024-01-02_Dream  _chinstrap_PAL-852.csv","id=PAL-852; island=Dream  ; sp=chinstrap; bill=54.2mm"
"chinstrap","Dream  ","f?","PAL-375","2024-01-26_Dream  _chinstrap_PAL-375.csv","id=PAL-375; island=Dream  ; sp=chinstrap; bill=42.5mm"
"chinstrap","Dream  ","M","PAL-993","2024-01-05_Dream  _chinstrap_PAL-993.csv","id=PAL-993; island=Dream  ; sp=chinstrap; bill=51mm"
"chinstrap","Dream  ","M","PAL-478","2024-01-23_Dream  _chinstrap_PAL-478.csv","id=PAL-478; island=Dream  ; sp=chinstrap; bill=49.7mm"
"chinstrap","Dream  ","f?","PAL-138","2024-01-12_Dream  _chinstrap_PAL-138.csv","id=PAL-138; island=Dream  ; sp=chinstrap; bill=47.5mm"
"chinstrap","Dream  ","f?","PAL-172","2024-01-23_Dream  _chinstrap_PAL-172.csv","id=PAL-172; island=Dream  ; sp=chinstrap; bill=47.6mm"
"chinstrap","Dream  ","M","PAL-143","2024-01-27_Dream  _chinstrap_PAL-143.csv","id=PAL-143; island=Dream  ; sp=chinstrap; bill=52mm"
"chinstrap","Dream  ","f?","PAL-428","2024-01-16_Dream  _chinstrap_PAL-428.csv","id=PAL-428; island=Dream  ; sp=chinstrap; bill=46.9mm"
"chinstrap","Dream  ","M","PAL-569","2024-01-09_Dream  _chinstrap_PAL-569.csv","id=PAL-569; island=Dream  ; sp=chinstrap; bill=53.5mm"
"chinstrap","Dream  ","M","PAL-287","2024-01-24_Dream  _chinstrap_PAL-287.csv","id=PAL-287; island=Dream  ; sp=chinstrap; bill=49mm"
"chinstrap","Dream  ","f?","PAL-A39","2024-01-16_Dream  _chinstrap_PAL-A39.csv","id=PAL-A39; island=Dream  ; sp=chinstrap; bill=46.2mm"
"chinstrap","Dream  ","M","PAL-595","2024-01-26_Dream  _chinstrap_PAL-595.csv","id=PAL-595; island=Dream  ; sp=chinstrap; bill=50.9mm"
"chinstrap","Dream  ","f?","PAL-200","2024-01-28_Dream  _chinstrap_PAL-200.csv","id=PAL-200; island=Dream  ; sp=chinstrap; bill=45.5mm"
"chinstrap","Dream  ","f?","PAL-943","2024-01-25_Dream  _chinstrap_PAL-943.csv","id=PAL-943; island=Dream  ; sp=chinstrap; bill=50.9mm"
"chinstrap","Dream  ","M","PAL-855","2024-01-28_Dream  _chinstrap_PAL-855.csv","id=PAL-855; island=Dream  ; sp=chinstrap; bill=50.8mm"
"chinstrap","Dream  ","f?","PAL-803","2024-01-08_Dream  _chinstrap_PAL-803.csv","id=PAL-803; island=Dream  ; sp=chinstrap; bill=50.1mm"
"chinstrap","Dream  ","M","PAL-186","2024-01-14_Dream  _chinstrap_PAL-186.csv","id=PAL-186; island=Dream  ; sp=chinstrap; bill=49mm"
"chinstrap","Dream  ","M","PAL-356","2024-01-05_Dream  _chinstrap_PAL-356.csv","id=PAL-356; island=Dream  ; sp=chinstrap; bill=51.5mm"
"chinstrap","Dream  ","f?","PAL-148","2024-01-13_Dream  _chinstrap_PAL-148.csv","id=PAL-148; island=Dream  ; sp=chinstrap; bill=49.8mm"
"chinstrap","Dream  ","f?","PAL-552","2024-01-04_Dream  _chinstrap_PAL-552.csv","id=PAL-552; island=Dream  ; sp=chinstrap; bill=48.1mm"
"chinstrap","Dream  ","M","PAL-695","2024-01-14_Dream  _chinstrap_PAL-695.csv","id=PAL-695; island=Dream  ; sp=chinstrap; bill=51.4mm"
"chinstrap","Dream  ","f?","PAL-744","2024-01-23_Dream  _chinstrap_PAL-744.csv","id=PAL-744; island=Dream  ; sp=chinstrap; bill=45.7mm"
"chinstrap","Dream  ","M","PAL-318","2024-01-03_Dream  _chinstrap_PAL-318.csv","id=PAL-318; island=Dream  ; sp=chinstrap; bill=50.7mm"
"chinstrap","Dream  ","f?","PAL-720","2024-01-07_Dream  _chinstrap_PAL-720.csv","id=PAL-720; island=Dream  ; sp=chinstrap; bill=42.5mm"
"chinstrap","Dream  ","M","PAL-772","2024-01-02_Dream  _chinstrap_PAL-772.csv","id=PAL-772; island=Dream  ; sp=chinstrap; bill=52.2mm"
"chinstrap","Dream  ","f?","PAL-AA3","2024-01-13_Dream  _chinstrap_PAL-AA3.csv","id=PAL-AA3; island=Dream  ; sp=chinstrap; bill=45.2mm"
"chinstrap","Dream  ","M","PAL-A37","2024-01-11_Dream  _chinstrap_PAL-A37.csv","id=PAL-A37; island=Dream  ; sp=chinstrap; bill=49.3mm"
"chinstrap","Dream  ","M","PAL-483","2024-01-02_Dream  _chinstrap_PAL-483.csv","id=PAL-483; island=Dream  ; sp=chinstrap; bill=50.2mm"
